candidate_id,created_at,location,years_experience,education_level,primary_role_family,work_authorization
C-ylqjjbf,2025-04-09,"Seattle, WA",0,PhD,Data Analytics,F-1 OPT
C-5uzlzuk,2024-07-21,"Chicago, IL",3,Bootcamp,Finance,H-1B
C-f2ev4ji,2026-01-08,"Remote, US",7,Masters,Supply Chain,H-1B
C-fans5sr,2024-02-10,"Fremont, CA",1,PhD,Finance,F-1 OPT
C-vssn7x5,2025-12-08,"New York, NY",3,Masters,Sales,Other/Unknown
C-a8mlik2,2025-08-20,"Remote, US",8,Bachelors,Finance,F-1 OPT
C-mq66442,2025-09-23,"Seattle, WA",7,Masters,Finance,F-1 OPT
C-nbw8sj8,2025-10-31,"Remote, US",2,Associate,HR,US Citizen/PR
C-8cuij0y,2024-09-24,"Chicago, IL",5,Masters,Software Engineering,Other/Unknown
C-g9jj007,2024-11-20,"Fremont, CA",9,Associate,Operations,US Citizen/PR
C-hi1rd5b,2024-10-30,"Remote, US",6,Bachelors,Software Engineering,Other/Unknown
C-edhthru,2024-07-19,"Seattle, WA",9,Bootcamp,HR,US Citizen/PR
C-zpxvw19,2025-03-20,"Palo Alto, CA",0,Bootcamp,Supply Chain,H-1B
C-rgss8k5,2025-10-20,"Fremont, CA",4,PhD,Operations,H-1B
C-we1ga6s,2024-01-26,"New York, NY",3,Masters,Software Engineering,US Citizen/PR
C-1yd5my3,2025-06-16,"Fremont, CA",3,Bachelors,HR,F-1 OPT
C-hsltdkv,2025-07-03,"Seattle, WA",11,Masters,Operations,F-1 OPT
C-gogfxls,2024-05-11,"New York, NY",7,Associate,HR,Other/Unknown
C-2j7q4kf,2025-03-30,"Palo Alto, CA",3,PhD,HR,H-1B
C-qpop1o8,2024-03-16,"Palo Alto, CA",2,Masters,Sales,H-1B
C-azhzknl,2025-08-01,"Remote, US",6,Bootcamp,Operations,F-1 OPT
C-2wpjcf0,2024-06-10,"Chicago, IL",5,Associate,Sales,US Citizen/PR
C-2o8zi9v,2024-12-12,"Austin, TX",5,Bachelors,Data Analytics,H-1B
C-jn7de0l,2024-03-27,"Remote, US",11,Bootcamp,HR,F-1 OPT
C-5vuuplt,2024-09-18,"Chicago, IL",5,PhD,Supply Chain,H-1B
C-yf15z08,2024-10-09,"Palo Alto, CA",3,Bootcamp,Finance,F-1 OPT
C-gqqlyzj,2025-10-09,"Chicago, IL",4,Bachelors,Software Engineering,US Citizen/PR
C-xp323c9,2025-03-16,"Palo Alto, CA",0,Bachelors,Supply Chain,Other/Unknown
C-985ltkm,2024-04-02,"Austin, TX",14,Bachelors,Supply Chain,US Citizen/PR
C-92t24d7,2024-05-21,"Seattle, WA",2,Masters,HR,US Citizen/PR
C-1pjq50x,2024-10-17,"Austin, TX",0,Masters,Finance,H-1B
C-q2086ok,2025-11-19,"Seattle, WA",0,Bootcamp,Data Analytics,US Citizen/PR
C-ipjiylq,2025-10-14,"Chicago, IL",9,Masters,HR,H-1B
C-6zugfld,2024-07-08,"Seattle, WA",5,Associate,HR,US Citizen/PR
C-2t8llih,2024-05-15,"Palo Alto, CA",9,Masters,Sales,H-1B
C-i71a57e,2025-12-04,"New York, NY",2,Bachelors,Sales,F-1 OPT
C-nqohn3d,2024-11-13,"Fremont, CA",2,Associate,Supply Chain,US Citizen/PR
C-fh70m9o,2024-08-20,"Fremont, CA",4,Bachelors,HR,H-1B
C-rs8anp8,2024-12-09,"Austin, TX",5,PhD,Operations,H-1B
C-4p4k9dx,2025-07-24,"New York, NY",1,Bootcamp,Data Analytics,H-1B
C-06b4gas,2024-07-01,"Fremont, CA",4,Bootcamp,HR,US Citizen/PR
C-c25xnof,2025-05-08,"Fremont, CA",9,Masters,Supply Chain,F-1 OPT
C-03g5dfr,2025-10-20,"Palo Alto, CA",8,Bootcamp,Finance,H-1B
C-6jl2l5b,2025-07-10,"Remote, US",4,Masters,Sales,US Citizen/PR
C-t10gdmi,2024-01-01,"New York, NY",10,Bachelors,Data Analytics,Other/Unknown
C-qo6p43a,2025-08-06,"New York, NY",2,Bootcamp,Operations,F-1 OPT
C-lt8ydr3,2025-03-31,"Seattle, WA",0,Masters,Software Engineering,F-1 OPT
C-s2fx0zk,2025-03-20,"Seattle, WA",8,Bachelors,Software Engineering,F-1 OPT
C-j0kzqvs,2024-08-27,"Palo Alto, CA",9,Masters,Operations,Other/Unknown
C-nf0402w,2024-09-06,"Remote, US",1,Masters,Software Engineering,US Citizen/PR
C-fb2flur,2025-03-28,"Palo Alto, CA",5,Masters,Finance,Other/Unknown
C-qhwtek1,2025-10-19,"Palo Alto, CA",2,PhD,Software Engineering,H-1B
C-m51qd41,2024-11-19,"Palo Alto, CA",1,Bachelors,HR,H-1B
C-patd93e,2025-08-16,"Chicago, IL",0,PhD,Software Engineering,H-1B
C-lp9c5so,2025-04-29,"Seattle, WA",4,Masters,Software Engineering,F-1 OPT
C-1h0s2ut,2024-03-24,"Austin, TX",1,Associate,Operations,F-1 OPT
C-y9gfyw4,2024-04-22,"Fremont, CA",7,Masters,Supply Chain,Other/Unknown
C-4k88k68,2024-04-14,"New York, NY",4,Bootcamp,Operations,F-1 OPT
C-zkczyh0,2024-07-20,"Seattle, WA",9,Bachelors,Data Analytics,Other/Unknown
C-frf899o,2024-09-22,"Fremont, CA",0,Bootcamp,Sales,F-1 OPT
C-imi8fo0,2024-07-28,"Seattle, WA",3,Masters,Software Engineering,Other/Unknown
C-fjlwss1,2025-03-29,"Seattle, WA",3,Bootcamp,Software Engineering,Other/Unknown
C-ke0qc96,2025-10-28,"Palo Alto, CA",5,PhD,Data Analytics,Other/Unknown
C-4jwpgz5,2025-01-21,"New York, NY",11,PhD,Software Engineering,US Citizen/PR
C-d085i4r,2024-12-15,"Chicago, IL",0,Bootcamp,Sales,US Citizen/PR
C-w5k0jjs,2024-11-06,"New York, NY",2,PhD,Operations,US Citizen/PR
C-azrvhpj,2024-12-22,"Remote, US",5,Bootcamp,Supply Chain,Other/Unknown
C-v5ybd4x,2024-08-10,"Austin, TX",0,Associate,Data Analytics,US Citizen/PR
C-8iuzv3z,2024-10-05,"Austin, TX",9,PhD,Finance,Other/Unknown
C-4us73w1,2025-02-23,"Chicago, IL",3,Bachelors,Software Engineering,F-1 OPT
C-a8d7204,2025-09-02,"Palo Alto, CA",5,PhD,HR,H-1B
C-m8j2lzw,2025-09-25,"Remote, US",1,Masters,Software Engineering,H-1B
C-012grdm,2024-01-30,"Seattle, WA",10,Masters,Operations,H-1B
C-dzxlrgn,2025-03-26,"Palo Alto, CA",3,Bootcamp,Operations,H-1B
C-3618leu,2024-07-13,"Seattle, WA",0,Associate,Operations,F-1 OPT
C-ozhdv5o,2025-07-13,"Palo Alto, CA",2,Masters,Finance,H-1B
C-to7d835,2025-11-02,"Palo Alto, CA",10,Associate,Supply Chain,US Citizen/PR
C-li3if9a,2025-09-03,"Fremont, CA",0,Masters,Software Engineering,F-1 OPT
C-p3fk84r,2025-01-14,"New York, NY",1,Bootcamp,Supply Chain,F-1 OPT
C-o4uw590,2025-03-15,"Chicago, IL",10,PhD,HR,H-1B
C-pn7itcy,2025-10-29,"Palo Alto, CA",0,Masters,HR,F-1 OPT
C-d79ztd3,2025-07-21,"Fremont, CA",4,PhD,Finance,F-1 OPT
C-qubwrp8,2024-07-11,"Fremont, CA",4,Bachelors,Supply Chain,Other/Unknown
C-ucm5fyc,2024-07-20,"Chicago, IL",6,PhD,Supply Chain,H-1B
C-80zrz79,2025-03-19,"Fremont, CA",10,Bootcamp,Operations,H-1B
C-lu58fty,2025-01-29,"Palo Alto, CA",3,Bachelors,Supply Chain,US Citizen/PR
C-zme9wt0,2025-07-29,"Chicago, IL",0,Masters,Software Engineering,F-1 OPT
C-4b70ldo,2025-09-19,"Chicago, IL",10,Bootcamp,HR,Other/Unknown
C-nr4glgp,2025-03-15,"Palo Alto, CA",4,Bootcamp,Data Analytics,F-1 OPT
C-jhmxcqd,2025-01-22,"Palo Alto, CA",6,Bachelors,Supply Chain,US Citizen/PR
C-9cng8ta,2025-09-16,"New York, NY",4,PhD,Data Analytics,H-1B
C-48gwghm,2025-01-10,"Remote, US",0,Masters,Supply Chain,H-1B
C-u6z5gf3,2024-12-09,"Austin, TX",7,Associate,Data Analytics,US Citizen/PR
C-3lkmgs6,2025-10-27,"New York, NY",5,Masters,Supply Chain,F-1 OPT
C-9777tnq,2024-06-03,"Austin, TX",0,Associate,Data Analytics,H-1B
C-if8r2bc,2024-09-18,"New York, NY",0,Associate,Data Analytics,US Citizen/PR
C-xlsutot,2024-05-04,"Fremont, CA",0,PhD,Operations,F-1 OPT
C-qh7ppca,2025-04-29,"Austin, TX",3,PhD,Supply Chain,Other/Unknown
C-vl911zs,2024-05-01,"Austin, TX",7,Masters,Data Analytics,H-1B
C-60uglbb,2025-12-08,"Palo Alto, CA",3,Bootcamp,Software Engineering,H-1B
C-8b350sg,2024-07-19,"Palo Alto, CA",4,Bachelors,Software Engineering,US Citizen/PR
C-qghlzru,2024-04-18,"Seattle, WA",6,Bachelors,Data Analytics,Other/Unknown
C-hy7ai33,2026-01-05,"Fremont, CA",7,Bootcamp,HR,F-1 OPT
C-n4bfiy5,2024-06-13,"New York, NY",0,Associate,Finance,H-1B
C-h50jyoo,2025-05-03,"Palo Alto, CA",11,Masters,HR,Other/Unknown
C-jayb1ey,2025-01-13,"Austin, TX",13,Bachelors,Data Analytics,F-1 OPT
C-6rgl7jy,2024-12-08,"Chicago, IL",0,Bootcamp,Operations,H-1B
C-kude358,2025-02-19,"Seattle, WA",2,Bootcamp,Software Engineering,F-1 OPT
C-sbrebnd,2024-04-18,"Chicago, IL",0,Bachelors,Software Engineering,Other/Unknown
C-wpfvb71,2024-10-26,"Fremont, CA",1,Masters,Finance,H-1B
C-baf4jgq,2024-05-18,"Chicago, IL",0,Bachelors,Sales,Other/Unknown
C-fkcggxp,2025-08-26,"Remote, US",7,Bootcamp,Data Analytics,F-1 OPT
C-vkftlec,2024-10-06,"Seattle, WA",2,Associate,Data Analytics,F-1 OPT
C-0lb6yaa,2025-05-23,"Austin, TX",7,Bootcamp,HR,US Citizen/PR
C-41bta3r,2024-09-29,"Seattle, WA",1,Bootcamp,Operations,Other/Unknown
C-q0ywm9q,2024-08-01,"Fremont, CA",9,Bootcamp,Supply Chain,H-1B
C-ik08njf,2026-01-30,"Chicago, IL",4,Bachelors,Sales,H-1B
C-fqztio4,2025-06-03,"Palo Alto, CA",10,Masters,Sales,Other/Unknown
C-5qq8qmx,2024-10-10,"Fremont, CA",6,Associate,Software Engineering,F-1 OPT
C-hgh5xw6,2025-10-20,"Seattle, WA",8,Bootcamp,Operations,H-1B
C-hfdxk31,2024-03-04,"Seattle, WA",11,Bootcamp,Data Analytics,F-1 OPT
C-htfnsgp,2025-11-15,"Chicago, IL",11,Masters,Sales,F-1 OPT
C-j0ufo2h,2025-07-12,"New York, NY",3,PhD,Sales,F-1 OPT
C-5e7l7w0,2024-07-02,"Austin, TX",6,Bachelors,HR,US Citizen/PR
C-da5b4l6,2024-01-20,"Fremont, CA",2,Masters,Software Engineering,H-1B
C-4n6v3rz,2025-08-04,"Palo Alto, CA",4,PhD,Data Analytics,F-1 OPT
C-6fotwft,2025-06-12,"New York, NY",5,PhD,Finance,F-1 OPT
C-9xfq1en,2025-09-11,"New York, NY",7,Bootcamp,Software Engineering,US Citizen/PR
C-v9npuqa,2026-01-17,"New York, NY",4,Associate,Operations,H-1B
C-95cekof,2025-11-25,"Remote, US",11,Masters,Finance,H-1B
C-k22m9rw,2026-01-31,"Seattle, WA",18,Bootcamp,Software Engineering,H-1B
C-4gks6r6,2024-08-03,"Austin, TX",0,Masters,Finance,H-1B
C-j9mj9xx,2025-02-10,"Palo Alto, CA",5,Associate,Data Analytics,F-1 OPT
C-57aukhq,2026-01-30,"New York, NY",0,Bachelors,Finance,H-1B
C-zm242om,2025-05-13,"Palo Alto, CA",9,PhD,Supply Chain,F-1 OPT
C-rj67dxl,2025-12-31,"Seattle, WA",5,Bachelors,Data Analytics,F-1 OPT
C-3dcnf22,2024-03-22,"Remote, US",13,Bachelors,Data Analytics,US Citizen/PR
C-0m6cu88,2026-01-20,"Chicago, IL",0,PhD,HR,US Citizen/PR
C-wce77gz,2024-12-30,"Austin, TX",5,Bachelors,Sales,F-1 OPT
C-hznwg3z,2024-04-25,"New York, NY",4,Associate,Finance,F-1 OPT
C-q0v4psc,2024-12-02,"Fremont, CA",7,PhD,Software Engineering,F-1 OPT
C-zzcgl9f,2025-05-08,"Chicago, IL",0,Associate,Operations,Other/Unknown
C-skp30tx,2025-12-01,"Chicago, IL",12,PhD,Operations,F-1 OPT
C-ccm0w3c,2025-11-13,"Remote, US",4,Bootcamp,Data Analytics,US Citizen/PR
C-l16zv8u,2025-07-19,"Chicago, IL",13,PhD,Sales,H-1B
C-0rr1l9g,2024-10-03,"Seattle, WA",6,Masters,Data Analytics,H-1B
C-o5l28o5,2024-07-22,"New York, NY",2,Bootcamp,Software Engineering,F-1 OPT
C-0n852n5,2025-11-26,"Fremont, CA",8,Bootcamp,Operations,US Citizen/PR
C-p36f8ha,2024-10-12,"New York, NY",2,Masters,Operations,H-1B
C-hrf34jg,2025-10-08,"Seattle, WA",8,Bootcamp,Sales,Other/Unknown
C-8f8c8cl,2025-08-01,"New York, NY",7,Associate,Operations,F-1 OPT
C-i72oalf,2024-01-01,"Chicago, IL",7,PhD,Finance,Other/Unknown
C-wvtmnye,2025-07-02,"Seattle, WA",6,Bootcamp,Data Analytics,US Citizen/PR
C-qphli5l,2024-09-13,"New York, NY",6,PhD,Supply Chain,H-1B
C-ulgelw8,2025-11-06,"Fremont, CA",2,Associate,Supply Chain,F-1 OPT
C-3iu6l5n,2025-06-18,"Fremont, CA",6,Associate,Operations,US Citizen/PR
C-tq680co,2024-09-21,"Fremont, CA",1,PhD,Finance,F-1 OPT
C-n1riamw,2024-09-16,"Seattle, WA",8,Masters,HR,H-1B
C-8rl5h3g,2025-02-17,"Seattle, WA",13,Associate,Data Analytics,H-1B
C-00h2k2p,2025-11-15,"Remote, US",8,Bachelors,Operations,H-1B
C-hkbxpn1,2024-10-16,"Fremont, CA",6,Bootcamp,Finance,Other/Unknown
C-tv1djjz,2025-10-18,"New York, NY",8,PhD,Software Engineering,F-1 OPT
C-lablrf3,2025-01-09,"New York, NY",3,Associate,Data Analytics,Other/Unknown
C-xol4bku,2024-12-23,"Seattle, WA",7,Bachelors,Supply Chain,US Citizen/PR
C-0zr7fdf,2024-07-06,"Chicago, IL",6,Masters,Data Analytics,H-1B
C-9mo1rts,2024-07-02,"Chicago, IL",1,Bootcamp,Finance,F-1 OPT
C-tdhf15i,2024-04-20,"Austin, TX",6,Associate,Data Analytics,US Citizen/PR
C-xzrb188,2025-03-26,"Fremont, CA",3,Associate,Operations,H-1B
C-nwoskaz,2024-08-02,"New York, NY",4,Associate,Data Analytics,US Citizen/PR
C-hbirmc5,2024-01-27,"Seattle, WA",7,Masters,Sales,F-1 OPT
C-fawwjnn,2025-09-21,"Remote, US",3,Masters,HR,H-1B
C-mljekbv,2024-11-16,"Chicago, IL",0,Associate,HR,Other/Unknown
C-hend7h1,2024-08-20,"Chicago, IL",3,PhD,HR,F-1 OPT
C-53mbwu5,2024-10-07,"Palo Alto, CA",0,Masters,Supply Chain,US Citizen/PR
C-lhgmrzz,2025-12-26,"New York, NY",7,Bootcamp,Supply Chain,F-1 OPT
C-7rv2y7c,2025-06-27,"Austin, TX",1,Bachelors,HR,US Citizen/PR
C-w487knu,2025-03-21,"Fremont, CA",10,Bachelors,Data Analytics,H-1B
C-hgp5cpa,2025-07-19,"Remote, US",4,Bachelors,Data Analytics,H-1B
C-fq796ew,2025-07-17,"Chicago, IL",6,Bachelors,Sales,F-1 OPT
C-adi5uuj,2024-06-26,"Chicago, IL",13,Associate,Sales,US Citizen/PR
C-0fcybr3,2025-02-15,"New York, NY",1,Masters,Data Analytics,US Citizen/PR
C-x85zzhj,2024-01-22,"Chicago, IL",0,PhD,HR,F-1 OPT
C-iqax54p,2024-01-30,"Chicago, IL",0,Bootcamp,HR,F-1 OPT
C-z0kdn3t,2025-04-15,"Palo Alto, CA",5,PhD,Finance,F-1 OPT
C-lxoun91,2025-04-10,"Fremont, CA",0,Bootcamp,Finance,Other/Unknown
C-mpv5lmq,2024-10-16,"Remote, US",3,Associate,HR,F-1 OPT
C-6m79fmw,2026-01-29,"Chicago, IL",2,Masters,HR,F-1 OPT
C-923o359,2025-12-16,"Seattle, WA",5,Bachelors,Supply Chain,US Citizen/PR
C-ujt70y2,2025-07-14,"New York, NY",2,Bachelors,Operations,H-1B
C-toxou0y,2024-04-05,"Austin, TX",5,Masters,Finance,Other/Unknown
C-fy1z682,2025-12-26,"New York, NY",3,Masters,Data Analytics,H-1B
C-io3td3a,2025-01-24,"Austin, TX",5,PhD,Data Analytics,F-1 OPT
C-g1cj8pm,2024-11-20,"New York, NY",5,Bachelors,Finance,H-1B
C-mnkw7wv,2025-11-04,"Chicago, IL",0,Bootcamp,Data Analytics,Other/Unknown
C-lbz5ntd,2025-03-03,"Chicago, IL",8,Associate,Supply Chain,H-1B
C-8y9n81d,2024-05-20,"Palo Alto, CA",5,Associate,Data Analytics,US Citizen/PR
C-i3wdnmv,2024-03-23,"New York, NY",4,Bachelors,Operations,H-1B
C-tzqwdyv,2025-11-21,"Chicago, IL",8,Bachelors,Supply Chain,Other/Unknown
C-cgju2t0,2025-02-24,"Palo Alto, CA",7,Associate,Data Analytics,Other/Unknown
C-gq4bvpy,2025-12-29,"Remote, US",5,Bachelors,Software Engineering,Other/Unknown
C-ra1361b,2025-09-23,"Fremont, CA",1,Masters,Operations,Other/Unknown
C-iqz6df0,2025-12-25,"Seattle, WA",6,Associate,Data Analytics,Other/Unknown
C-r2pz6nt,2024-08-22,"New York, NY",5,Bootcamp,Data Analytics,H-1B
C-pzcd5xr,2025-06-06,"Seattle, WA",5,Masters,Software Engineering,US Citizen/PR
C-adghxtu,2025-03-27,"New York, NY",0,Bachelors,HR,F-1 OPT
C-uebhk0o,2025-06-16,"Palo Alto, CA",9,Bachelors,Supply Chain,US Citizen/PR
C-exva5e7,2025-12-23,"Remote, US",3,Bootcamp,HR,F-1 OPT
C-grrdnwt,2024-04-10,"Remote, US",5,Bachelors,Software Engineering,F-1 OPT
C-4f1r9cf,2025-05-16,"Chicago, IL",5,Bootcamp,HR,H-1B
C-73o1blo,2025-07-06,"Fremont, CA",7,PhD,Sales,Other/Unknown
C-v50ew25,2024-12-20,"Chicago, IL",0,Masters,Software Engineering,H-1B
C-rcvpuz1,2024-08-14,"Remote, US",4,Bachelors,Operations,H-1B
C-oq37ktl,2024-08-23,"Palo Alto, CA",5,Bootcamp,Supply Chain,Other/Unknown
C-n5yz7vx,2024-04-09,"Seattle, WA",0,Masters,Sales,H-1B
C-drmswjj,2024-01-31,"Palo Alto, CA",1,PhD,Supply Chain,F-1 OPT
C-l66uml3,2024-06-14,"Seattle, WA",10,Bootcamp,Operations,H-1B
C-vygw22y,2025-04-03,"Fremont, CA",8,PhD,Finance,H-1B
C-hqse0ki,2024-04-09,"Seattle, WA",10,PhD,Software Engineering,Other/Unknown
C-noz7qmj,2025-09-12,"Austin, TX",7,PhD,Data Analytics,Other/Unknown
C-39ag77q,2024-09-30,"Seattle, WA",4,Associate,HR,H-1B
C-spj9wrd,2024-01-03,"New York, NY",9,Bootcamp,Operations,US Citizen/PR
C-fe19bcd,2024-05-28,"Seattle, WA",0,PhD,Software Engineering,US Citizen/PR
C-7yh6uam,2025-06-23,"Seattle, WA",1,PhD,Operations,Other/Unknown
C-ihv17mi,2024-12-21,"Austin, TX",7,Associate,Supply Chain,H-1B
C-1g8ntaf,2025-06-16,"Seattle, WA",1,Associate,Operations,Other/Unknown
C-eioiv67,2024-11-08,"Palo Alto, CA",0,Bachelors,Data Analytics,F-1 OPT
C-yp44qi4,2024-02-18,"New York, NY",5,Bootcamp,Sales,F-1 OPT
C-0nwntj5,2024-02-13,"New York, NY",0,Bootcamp,HR,H-1B
C-lrw4vnz,2024-02-22,"Seattle, WA",0,Bootcamp,Software Engineering,Other/Unknown
C-hloikiv,2024-04-11,"New York, NY",8,Bachelors,Finance,F-1 OPT
C-xczauma,2025-02-01,"New York, NY",4,Bootcamp,Sales,US Citizen/PR
C-pmj6jfh,2024-04-20,"Seattle, WA",0,Associate,Supply Chain,F-1 OPT
C-49n1d6d,2025-09-05,"Chicago, IL",14,Associate,Data Analytics,H-1B
C-c7qk4k6,2025-06-19,"Fremont, CA",8,Bootcamp,Operations,F-1 OPT
C-sidbx28,2025-06-24,"Chicago, IL",7,Masters,Operations,Other/Unknown
C-76i3hzc,2024-07-06,"Austin, TX",4,PhD,HR,F-1 OPT
C-t2tngtg,2024-08-17,"Remote, US",3,Bachelors,Operations,F-1 OPT
C-1sasceb,2025-11-17,"Fremont, CA",11,Masters,Software Engineering,H-1B
C-ukigdix,2025-04-09,"Remote, US",6,Bachelors,Data Analytics,Other/Unknown
C-ektr1t0,2025-05-16,"Seattle, WA",5,Bootcamp,Finance,H-1B
C-2u4oj7g,2025-11-23,"Remote, US",4,Bootcamp,Software Engineering,US Citizen/PR
C-hvnkvon,2026-01-14,"Palo Alto, CA",2,Bachelors,Operations,Other/Unknown
C-hapwf52,2025-11-04,"Chicago, IL",3,Masters,Finance,H-1B
C-of66joz,2026-01-05,"Palo Alto, CA",0,Masters,Sales,F-1 OPT
C-ob867kb,2025-05-15,"New York, NY",9,Bootcamp,Finance,Other/Unknown
C-ck3tb94,2025-06-02,"Austin, TX",1,PhD,Operations,F-1 OPT
C-lsad0uc,2026-01-25,"Seattle, WA",8,Masters,Finance,H-1B
C-ao2qwkb,2025-12-20,"Seattle, WA",12,Associate,Data Analytics,Other/Unknown
C-1psxt0s,2025-07-08,"Fremont, CA",7,Bootcamp,Operations,Other/Unknown
C-0wf1hwj,2024-08-15,"Fremont, CA",12,Bachelors,Data Analytics,H-1B
C-aepg25p,2025-09-14,"Seattle, WA",7,PhD,Software Engineering,US Citizen/PR
C-9fb02h6,2024-08-12,"Fremont, CA",12,Bootcamp,Data Analytics,US Citizen/PR
C-y3m0nq8,2025-12-29,"Seattle, WA",1,Associate,Supply Chain,H-1B
C-wlfyzsk,2024-02-28,"Seattle, WA",2,Masters,Software Engineering,US Citizen/PR
C-pj7k99b,2025-10-05,"Seattle, WA",6,PhD,HR,H-1B
C-dfi25i6,2024-06-05,"Austin, TX",7,Associate,Supply Chain,H-1B
C-ooukiw8,2025-09-01,"Chicago, IL",2,Bachelors,HR,H-1B
C-7copo9m,2024-05-03,"Palo Alto, CA",14,Bachelors,Operations,F-1 OPT
C-r97ohpi,2025-04-15,"Fremont, CA",8,Associate,HR,F-1 OPT
C-mvv4dc0,2024-04-13,"Fremont, CA",12,Associate,Sales,Other/Unknown
C-672zfbq,2025-01-27,"Austin, TX",5,Masters,Operations,H-1B
C-y7zxdfl,2025-03-09,"Austin, TX",0,Bachelors,Supply Chain,US Citizen/PR
C-9w3ggo9,2024-11-26,"Austin, TX",0,PhD,Supply Chain,H-1B
C-ws3kcvj,2025-05-06,"Chicago, IL",2,Associate,Data Analytics,Other/Unknown
C-vyb4xz3,2024-07-17,"Palo Alto, CA",6,Associate,Operations,H-1B
C-x3p724x,2025-01-28,"Fremont, CA",1,Masters,Sales,F-1 OPT
C-zbc5f9e,2025-05-21,"Chicago, IL",0,Bachelors,Operations,H-1B
C-yuzpex7,2025-11-23,"Seattle, WA",5,Associate,Operations,F-1 OPT
C-6xnomb4,2025-03-31,"Remote, US",0,PhD,Sales,F-1 OPT
C-3q825q3,2025-02-15,"Chicago, IL",11,Bootcamp,Finance,H-1B
C-815g5fj,2025-05-05,"Austin, TX",9,Bootcamp,Operations,F-1 OPT
C-bfsrkhg,2025-07-22,"Austin, TX",1,Bachelors,Finance,H-1B
C-z2nar3s,2025-07-12,"Fremont, CA",5,Masters,Operations,H-1B
C-t69wwp8,2026-01-22,"Remote, US",3,Bachelors,Sales,H-1B
C-t1blow2,2024-01-05,"New York, NY",0,Bootcamp,Sales,F-1 OPT
C-74ij643,2024-09-04,"Chicago, IL",4,Associate,Operations,Other/Unknown
C-jtb8qop,2025-07-19,"Austin, TX",0,PhD,Supply Chain,Other/Unknown
C-a50121x,2026-01-07,"New York, NY",2,Associate,Software Engineering,H-1B
C-247o0gx,2024-01-15,"Austin, TX",6,Bootcamp,Data Analytics,H-1B
C-x8ae0jx,2025-07-11,"Chicago, IL",4,PhD,Sales,F-1 OPT
C-6hfd7lt,2025-03-28,"Seattle, WA",7,Bachelors,Data Analytics,F-1 OPT
C-54ai227,2025-03-21,"Fremont, CA",5,Bachelors,HR,Other/Unknown
C-ms4tsrw,2024-07-28,"Remote, US",0,Bachelors,Operations,US Citizen/PR
C-mng806w,2024-08-10,"Remote, US",5,Bachelors,Data Analytics,F-1 OPT
C-ff3tr7w,2026-01-03,"Austin, TX",9,PhD,HR,Other/Unknown
C-2p31ogw,2025-06-03,"New York, NY",5,Associate,Finance,US Citizen/PR
C-90472uq,2025-03-03,"Palo Alto, CA",6,PhD,Software Engineering,US Citizen/PR
C-bguaxnm,2025-12-21,"Chicago, IL",7,Bachelors,Operations,Other/Unknown
C-d4vueer,2026-01-21,"Seattle, WA",5,PhD,Data Analytics,US Citizen/PR
C-2witpbd,2025-10-29,"Palo Alto, CA",5,Masters,Finance,H-1B
C-39k499n,2025-05-06,"New York, NY",0,PhD,Finance,H-1B
C-oakgdes,2025-08-23,"Seattle, WA",6,Bachelors,Operations,US Citizen/PR
C-djm5gh2,2024-09-30,"Fremont, CA",2,Bachelors,Operations,H-1B
C-4tt43tu,2024-06-02,"Chicago, IL",5,Associate,Operations,H-1B
C-do7l5dl,2025-01-24,"Chicago, IL",7,Bachelors,Software Engineering,US Citizen/PR
C-d8a6b3o,2025-07-24,"Austin, TX",2,PhD,Software Engineering,F-1 OPT
C-cgxu5wa,2024-05-04,"Fremont, CA",6,Masters,Software Engineering,F-1 OPT
C-9asj21g,2024-09-03,"Seattle, WA",5,Masters,Data Analytics,Other/Unknown
C-hygtmov,2025-06-03,"Seattle, WA",4,PhD,Operations,F-1 OPT
C-w6zjvae,2024-12-17,"Seattle, WA",0,Masters,Finance,H-1B
C-yu3u8iz,2025-05-09,"Fremont, CA",4,Masters,Finance,US Citizen/PR
C-0yeh8ux,2025-08-15,"Chicago, IL",0,Bachelors,HR,US Citizen/PR
C-omqfxen,2024-07-05,"New York, NY",6,Bootcamp,Finance,H-1B
C-phwhm54,2025-02-24,"Chicago, IL",9,Masters,Sales,Other/Unknown
C-8pjpf24,2024-03-14,"Chicago, IL",2,Bootcamp,Supply Chain,H-1B
C-hdkkg1r,2024-06-04,"Remote, US",10,Associate,Data Analytics,Other/Unknown
C-mxqyjro,2024-09-11,"Fremont, CA",0,Bootcamp,Software Engineering,Other/Unknown
C-6airh8s,2024-11-17,"Fremont, CA",7,Bachelors,Operations,H-1B
C-syjx20a,2025-07-20,"Seattle, WA",3,Bachelors,Software Engineering,H-1B
C-ji874u7,2025-09-04,"Fremont, CA",6,Bootcamp,Supply Chain,US Citizen/PR
C-fa11pmr,2024-06-03,"Fremont, CA",4,Bachelors,Finance,H-1B
C-zpzjho4,2025-10-14,"Seattle, WA",3,Associate,Supply Chain,H-1B
C-dqhibmq,2024-06-21,"Fremont, CA",3,Associate,Operations,Other/Unknown
C-i8acueo,2026-01-29,"Austin, TX",2,Masters,Sales,Other/Unknown
C-t0d9tzh,2024-09-03,"Fremont, CA",0,Masters,Operations,US Citizen/PR
C-bavekvq,2025-09-20,"Fremont, CA",0,Bachelors,Operations,F-1 OPT
C-wdjv07i,2025-08-28,"New York, NY",0,PhD,Supply Chain,F-1 OPT
